name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
Perimetral Deportiva Sur		way	53558953	highway	residential	-115.4615044	32.6072271	22	0.2	Perimetral Deportiva Sur		Mexicali	Baja California	Mexico	mx	Perimetral Deportiva Sur, Mexicali, Baja California, Mexico	-115.4726083	32.6069291	-115.4500027	32.6098761			
Francisco González Bocanegra		way	53558957	highway	residential	-115.4681128	32.6093744	22	0.2	Francisco González Bocanegra		Mexicali	Baja California	Mexico	mx	Francisco González Bocanegra, Mexicali, Baja California, Mexico	-115.4681307	32.6083835	-115.4680948	32.6103654			
Dr. Andrade		way	53558962	highway	residential	-115.4710580	32.6099626	22	0.2	Dr. Andrade		Mexicali	Baja California	Mexico	mx	Dr. Andrade, Mexicali, Baja California, Mexico	-115.4725777	32.6099337	-115.4695382	32.6099914			
Alicante		way	53558960	highway	residential	-115.4594349	32.6077318	22	0.2	Alicante		Mexicali	Baja California	Mexico	mx	Alicante, Mexicali, Baja California, Mexico	-115.4644355	32.6076921	-115.4544344	32.6077496			
Dr. Monter		way	53558968	highway	residential	-115.4703101	32.6093377	22	0.2	Dr. Monter		Mexicali	Baja California	Mexico	mx	Dr. Monter, Mexicali, Baja California, Mexico	-115.4710905	32.6093228	-115.4695297	32.6093527			
Los Naranjos		way	500439023	highway	residential	-115.3429084	32.5188774	22	0.2	Los Naranjos		Mexicali	Baja California	Mexico	mx	Los Naranjos, Mexicali, Baja California, Mexico	-115.3436949	32.5153751	-115.3420891	32.5223718			
Mezquite		way	500439026	highway	residential	-115.4129972	32.5275314	22	0.2	Mezquite		Mexicali	Baja California	Mexico	mx	Mezquite, Mexicali, Baja California, Mexico	-115.4158276	32.5275040	-115.4101668	32.5275618			
Los Niños		way	500439028	highway	residential	-115.3335514	32.5175238	22	0.2	Los Niños		Mexicali	Baja California	Mexico	mx	Los Niños, Mexicali, Baja California, Mexico	-115.3344002	32.5138096	-115.3327264	32.5212440			
Los Mesquitales		way	500439016	highway	residential	-115.3356997	32.5182312	22	0.2	Los Mesquitales		Mexicali	Baja California	Mexico	mx	Los Mesquitales, Mexicali, Baja California, Mexico	-115.3367037	32.5138633	-115.3347302	32.5225845			
Los Juncos		way	500439027	highway	residential	-115.3406163	32.5185556	22	0.2	Los Juncos		Mexicali	Baja California	Mexico	mx	Los Juncos, Mexicali, Baja California, Mexico	-115.3414041	32.5147781	-115.3397942	32.5223260			
Los Eucaliptos		way	500439033	highway	residential	-115.3384001	32.5180262	22	0.2	Los Eucaliptos		Mexicali	Baja California	Mexico	mx	Los Eucaliptos, Mexicali, Baja California, Mexico	-115.3391282	32.5140504	-115.3372622	32.5219931			SN, SN
Algodón		way	500439015	highway	residential	-115.4140337	32.5258324	22	0.2	Algodón		Mexicali	Baja California	Mexico	mx	Algodón, Mexicali, Baja California, Mexico	-115.4140424	32.5241279	-115.4140251	32.5275368			
La Cañada		way	500439032	highway	residential	-115.4133164	32.5283573	22	0.2	La Cañada		Mexicali	Baja California	Mexico	mx	La Cañada, Mexicali, Baja California, Mexico	-115.4158662	32.5283292	-115.4107678	32.5283796			
Elm Avenue		way	10356769	highway	residential	-115.3661406	32.8172186	22	0.2	Elm Avenue	Holtville	Imperial County	California	United States of America	us	Elm Avenue, Holtville, Imperial County, California, United States of America	-115.3661541	32.8161021	-115.3661271	32.8183352			
Brentwood Avenue		way	10358195	highway	residential	-115.3711616	32.8165545	22	0.2	Brentwood Avenue	Holtville	Imperial County	California	United States of America	us	Brentwood Avenue, Holtville, Imperial County, California, United States of America	-115.3711814	32.8147285	-115.3711571	32.8183804			
Circle Drive		way	10358239	highway	residential	-115.3731481	32.8165589	22	0.2	Circle Drive	Holtville	Imperial County	California	United States of America	us	Circle Drive, Holtville, Imperial County, California, United States of America	-115.3739236	32.8154360	-115.3731369	32.8183770			
Apple Court		way	426411277	highway	residential	-115.3643337	32.8191383	22	0.2	Apple Court	Holtville	Imperial County	California	United States of America	us	Apple Court, Holtville, Imperial County, California, United States of America	-115.3649881	32.8191361	-115.3636792	32.8191407			
Apple Lane		way	426411278	highway	residential	-115.3642431	32.8192626	22	0.2	Apple Lane	Holtville	Imperial County	California	United States of America	us	Apple Lane, Holtville, Imperial County, California, United States of America	-115.3642618	32.8183446	-115.3642371	32.8201804			
Gral. Benjamín Hill		way	51785744	highway	residential	-115.4283886	32.6426474	22	0.2	Gral. Benjamín Hill		Mexicali	Baja California	Mexico	mx	Gral. Benjamín Hill, Mexicali, Baja California, Mexico	-115.4344479	32.6423295	-115.4223288	32.6429542			
Domingo Arrieta		way	51785738	highway	residential	-115.4265440	32.6397491	22	0.2	Domingo Arrieta		Mexicali	Baja California	Mexico	mx	Domingo Arrieta, Mexicali, Baja California, Mexico	-115.4321787	32.6394586	-115.4209089	32.6400322			
Ignacio Ramirez		way	44117858	highway	residential	-115.4292057	32.6500224	22	0.2	Ignacio Ramirez		Mexicali	Baja California	Mexico	mx	Ignacio Ramirez, Mexicali, Baja California, Mexico	-115.4405983	32.6494920	-115.4178144	32.6505708			SN
Ignacio Allende		way	44117868	highway	residential	-115.4279567	32.6545734	22	0.2	Ignacio Allende		Mexicali	Baja California	Mexico	mx	Ignacio Allende, Mexicali, Baja California, Mexico	-115.4406060	32.6539749	-115.4153074	32.6551679			
José María Aguayo		way	44117869	highway	residential	-115.4297705	32.6539856	22	0.2	José María Aguayo		Mexicali	Baja California	Mexico	mx	José María Aguayo, Mexicali, Baja California, Mexico	-115.4406144	32.6534654	-115.4189266	32.6545027			
Luis de Velasco		way	44117865	highway	residential	-115.4292520	32.6554956	22	0.2	Luis de Velasco		Mexicali	Baja California	Mexico	mx	Luis de Velasco, Mexicali, Baja California, Mexico	-115.4432808	32.6549416	-115.4152994	32.6561237			
Ramos Arizpe		way	44117863	highway	residential	-115.4313411	32.6509252	22	0.2	Ramos Arizpe		Mexicali	Baja California	Mexico	mx	Ramos Arizpe, Mexicali, Baja California, Mexico	-115.4406045	32.6504898	-115.4220779	32.6513603			
Josefa Ortiz de Domínguez		way	44117867	highway	residential	-115.4279528	32.6550675	22	0.2	Josefa Ortiz de Domínguez		Mexicali	Baja California	Mexico	mx	Josefa Ortiz de Domínguez, Mexicali, Baja California, Mexico	-115.4406141	32.6544763	-115.4152919	32.6556641			
Junípero Serra		way	44117878	highway	residential	-115.4293276	32.6564878	22	0.2	Junípero Serra		Mexicali	Baja California	Mexico	mx	Junípero Serra, Mexicali, Baja California, Mexico	-115.4406433	32.6559745	-115.4181713	32.6573353			
Guadalupe Victoria		way	44117861	highway	residential	-115.4296575	32.6519957	22	0.2	Guadalupe Victoria		Mexicali	Baja California	Mexico	mx	Guadalupe Victoria, Mexicali, Baja California, Mexico	-115.4406117	32.6514890	-115.4187036	32.6525009			
Mariano Abasolo		way	51451609	highway	residential	-115.4297702	32.6534981	22	0.2	Mariano Abasolo		Mexicali	Baja California	Mexico	mx	Mariano Abasolo, Mexicali, Baja California, Mexico	-115.4406051	32.6529812	-115.4189352	32.6540112			
Río Fuerte		way	20224541	highway	residential	-115.4390777	32.6517047	22	0.2	Río Fuerte		Mexicali	Baja California	Mexico	mx	Río Fuerte, Mexicali, Baja California, Mexico	-115.4404120	32.6345400	-115.4382357	32.6688405			SN, 492, 500-1
Plan de Ayutla		way	32838995	highway	residential	-115.4310062	32.6439908	22	0.2	Plan de Ayutla		Mexicali	Baja California	Mexico	mx	Plan de Ayutla, Mexicali, Baja California, Mexico	-115.4444498	32.6434256	-115.4178126	32.6458846			SN, SN, SN
Dr. Luis Mora		way	32897283	highway	residential	-115.4314340	32.6504313	22	0.2	Dr. Luis Mora		Mexicali	Baja California	Mexico	mx	Dr. Luis Mora, Mexicali, Baja California, Mexico	-115.4408138	32.6499831	-115.4220538	32.6508682			
Jesús González Ortega		way	32897440	highway	residential	-115.4245390	32.6462495	22	0.2	Jesús González Ortega		Mexicali	Baja California	Mexico	mx	Jesús González Ortega, Mexicali, Baja California, Mexico	-115.4303526	32.6460156	-115.4187211	32.6462771			
De Los Fresnos		way	284400808	highway	residential	-115.4435322	32.6498481	22	0.2	De Los Fresnos		Mexicali	Baja California	Mexico	mx	De Los Fresnos, Mexicali, Baja California, Mexico	-115.4450045	32.6488460	-115.4421208	32.6509569			
Fernando Montes de Oca		way	284400806	highway	residential	-115.4269160	32.6486763	22	0.2	Fernando Montes de Oca		Mexicali	Baja California	Mexico	mx	Fernando Montes de Oca, Mexicali, Baja California, Mexico	-115.4415660	32.6477302	-115.4122368	32.6493200			
Ignacio Comonfort		way	44117871	highway	residential	-115.4307682	32.6469788	22	0.2	Ignacio Comonfort		Mexicali	Baja California	Mexico	mx	Ignacio Comonfort, Mexicali, Baja California, Mexico	-115.4381527	32.6466238	-115.4233845	32.6473509			SN
6th Street		way	10354367	highway	residential	-115.3888915	32.8127787	22	0.2	6th Street	Holtville	Imperial County	California	United States of America	us	6th Street, Holtville, Imperial County, California, United States of America	-115.3913242	32.8127613	-115.3864587	32.8127963			
Mesquite Avenue		way	10355104	highway	residential	-115.3913195	32.8116241	22	0.2	Mesquite Avenue	Holtville	Imperial County	California	United States of America	us	Mesquite Avenue, Holtville, Imperial County, California, United States of America	-115.3913242	32.8104878	-115.3912918	32.8127613			
Tamarack Street		way	10358144	highway	residential	-115.3935638	32.8114470	22	0.2	Tamarack Street	Holtville	Imperial County	California	United States of America	us	Tamarack Street, Holtville, Imperial County, California, United States of America	-115.3935691	32.8101443	-115.3935345	32.8127497			
Palo Verde Street		way	10358455	highway	residential	-115.3924485	32.8114627	22	0.2	Palo Verde Street	Holtville	Imperial County	California	United States of America	us	Palo Verde Street, Holtville, Imperial County, California, United States of America	-115.3924604	32.8101691	-115.3924365	32.8127563			
Zenos Road		way	241570388	highway	residential	-115.3934585	32.8127503	22	0.2	Zenos Road	Holtville	Imperial County	California	United States of America	us	Zenos Road, Holtville, Imperial County, California, United States of America	-115.3955926	32.8127476	-115.3913242	32.8127712			
Artesia Avenue		way	10356518	highway	residential	-115.3857885	32.8137425	22	0.2	Artesia Avenue	Holtville	Imperial County	California	United States of America	us	Artesia Avenue, Holtville, Imperial County, California, United States of America	-115.3864627	32.8137368	-115.3851144	32.8137483			
Wooldridge Road		way	10354625	highway	residential	-115.3870255	32.8174378	22	0.2	Wooldridge Road	Holtville	Imperial County	California	United States of America	us	Wooldridge Road, Holtville, Imperial County, California, United States of America	-115.3889211	32.8174345	-115.3851299	32.8174410			
West 6th Street		way	10355097	highway	residential	-115.3833321	32.8128076	22	0.2	West 6th Street	Holtville	Imperial County	California	United States of America	us	West 6th Street, Holtville, Imperial County, California, United States of America	-115.3864587	32.8127913	-115.3802083	32.8128230			
West 9th Street		way	10355398	highway	residential	-115.3845907	32.8183136	22	0.2	West 9th Street	Holtville	Imperial County	California	United States of America	us	West 9th Street, Holtville, Imperial County, California, United States of America	-115.3889797	32.8182916	-115.3802020	32.8183527			
L Yturralde Court		way	192366556	highway	residential	-115.4782447	32.6905773	22	0.2	L Yturralde Court	Calexico			United States of America	us	L Yturralde Court, Calexico	-115.4782603	32.6872840	-115.4782244	32.6938834			
East Zapata Street		way	192366558	highway	residential	-115.4740251	32.6891774	22	0.2	East Zapata Street	Calexico			United States of America	us	East Zapata Street, Calexico	-115.4825245	32.6883148	-115.4654058	32.6891779			
Villa Alcore Court		way	192417803	highway	residential	-115.4814522	32.6872589	22	0.2	Villa Alcore Court	Calexico			United States of America	us	Villa Alcore Court, Calexico	-115.4819414	32.6872575	-115.4809652	32.6872718			
L Dowe Court		way	192417808	highway	residential	-115.4810167	32.6913570	22	0.2	L Dowe Court	Calexico			United States of America	us	L Dowe Court, Calexico	-115.4810167	32.6907932	-115.4810167	32.6919207			
R Bielma Court		way	192417815	highway	residential	-115.4801658	32.6887791	22	0.2	R Bielma Court	Calexico			United States of America	us	R Bielma Court, Calexico	-115.4801660	32.6883282	-115.4801656	32.6892301			
Villa Bonita Court		way	192417819	highway	residential	-115.4814454	32.6880205	22	0.2	Villa Bonita Court	Calexico			United States of America	us	Villa Bonita Court, Calexico	-115.4819313	32.6880190	-115.4809595	32.6880221			
Golf Court		way	192417804	highway	residential	-115.4787353	32.6892143	22	0.2	Golf Court	Calexico			United States of America	us	Golf Court, Calexico	-115.4792192	32.6892126	-115.4782513	32.6892159			
Victoria Drive		way	192417816	highway	residential	-115.4810634	32.6886490	22	0.2	Victoria Drive	Calexico			United States of America	us	Victoria Drive, Calexico	-115.4810637	32.6872718	-115.4809482	32.6900445			
Black Court		way	192417841	highway	residential	-115.4815079	32.6892646	22	0.2	Black Court	Calexico			United States of America	us	Black Court, Calexico	-115.4819522	32.6892636	-115.4810636	32.6892656			
Jefferson Street		way	192419217	highway	residential	-115.4712118	32.6872193	22	0.2	Jefferson Street	Calexico			United States of America	us	Jefferson Street, Calexico	-115.4734748	32.6872175	-115.4689489	32.6872212			
Garfield Street		way	192419216	highway	residential	-115.4712161	32.6879344	22	0.2	Garfield Street	Calexico			United States of America	us	Garfield Street, Calexico	-115.4734808	32.6879308	-115.4689513	32.6879380			
Madison Court		way	192419198	highway	residential	-115.4730709	32.6911006	22	0.2	Madison Court	Calexico			United States of America	us	Madison Court, Calexico	-115.4730718	32.6907919	-115.4730700	32.6914094			
Vilanueva Court		way	192419202	highway	residential	-115.4773035	32.6884442	22	0.2	Vilanueva Court	Calexico			United States of America	us	Vilanueva Court, Calexico	-115.4773060	32.6880646	-115.4773011	32.6888238			
Polk Avenue		way	192419206	highway	residential	-115.4703717	32.6913033	22	0.2	Polk Avenue	Calexico			United States of America	us	Polk Avenue, Calexico	-115.4703747	32.6907891	-115.4703686	32.6918175			
Bush Court		way	192419207	highway	residential	-115.4716031	32.6893505	22	0.2	Bush Court	Calexico			United States of America	us	Bush Court, Calexico	-115.4716066	32.6887005	-115.4715962	32.6900004			
Coolidge Court		way	192419203	highway	residential	-115.4689700	32.6889111	22	0.2	Coolidge Court	Calexico			United States of America	us	Coolidge Court, Calexico	-115.4689727	32.6887039	-115.4689674	32.6891183			
R Tamayo Street		way	192419398	highway	residential	-115.4755167	32.6907473	22	0.2	R Tamayo Street	Calexico			United States of America	us	R Tamayo Street, Calexico	-115.4763281	32.6907473	-115.4747054	32.6907473			
Alameda Street		way	192420775	highway	residential	-115.4867370	32.6872337	22	0.2	Alameda Street	Calexico			United States of America	us	Alameda Street, Calexico	-115.4893425	32.6872051	-115.4842039	32.6877675			
Banda Avenue		way	10356127	highway	residential	-115.4833649	32.6889297	22	0.2	Banda Avenue	Calexico			United States of America	us	Banda Avenue, Calexico	-115.4833813	32.6878055	-115.4832924	32.6900656			
Entramada Drive		way	10355744	highway	residential	-115.4859325	32.6894011	22	0.2	Entramada Drive	Calexico			United States of America	us	Entramada Drive, Calexico	-115.4859470	32.6887722	-115.4859180	32.6900299			
Establo Street		way	10355754	highway	residential	-115.4887266	32.6900627	22	0.2	Establo Street	Calexico			United States of America	us	Establo Street, Calexico	-115.4906504	32.6900537	-115.4868028	32.6900879			
G Cleveland Avenue		way	10355974	highway	residential	-115.4739190	32.6915300	22	0.2	G Cleveland Avenue	Calexico			United States of America	us	G Cleveland Avenue, Calexico	-115.4739201	32.6891779	-115.4739153	32.6938822			1251
Corrales Street		way	10356695	highway	residential	-115.4886923	32.6893436	22	0.2	Corrales Street	Calexico			United States of America	us	Corrales Street, Calexico	-115.4905977	32.6893371	-115.4867867	32.6893612			
Descanso Drive		way	10356826	highway	residential	-115.4850769	32.6895560	22	0.2	Descanso Drive	Calexico			United States of America	us	Descanso Drive, Calexico	-115.4850902	32.6890848	-115.4850637	32.6900273			
Del Rodeo Norte		way	271919633	highway	residential	-115.4148235	32.6400673	22	0.2	Del Rodeo Norte		Mexicali	Baja California	Mexico	mx	Del Rodeo Norte, Mexicali, Baja California, Mexico	-115.4155090	32.6398087	-115.4143943	32.6400709			
Rodeo Norte		way	271919631	highway	residential	-115.4155089	32.6400485	22	0.2	Rodeo Norte		Mexicali	Baja California	Mexico	mx	Rodeo Norte, Mexicali, Baja California, Mexico	-115.4155121	32.6395822	-115.4155055	32.6405149			
Pial		way	51787464	highway	residential	-115.4162109	32.6409938	22	0.2	Pial		Mexicali	Baja California	Mexico	mx	Pial, Mexicali, Baja California, Mexico	-115.4184017	32.6409878	-115.4140200	32.6409997			
Coleadero		way	51787465	highway	residential	-115.4162067	32.6414288	22	0.2	Coleadero		Mexicali	Baja California	Mexico	mx	Coleadero, Mexicali, Baja California, Mexico	-115.4183969	32.6414171	-115.4140165	32.6414405			
Apatzingán		way	51787466	highway	residential	-115.4162093	32.6418750	22	0.2	Apatzingán		Mexicali	Baja California	Mexico	mx	Apatzingán, Mexicali, Baja California, Mexico	-115.4183908	32.6418679	-115.4140215	32.6419575			
De La Mangana		way	51787467	highway	residential	-115.4161654	32.6423325	22	0.2	De La Mangana		Mexicali	Baja California	Mexico	mx	De La Mangana, Mexicali, Baja California, Mexico	-115.4182977	32.6423300	-115.4140331	32.6423423			SN
Delicias B		way	51813158	highway	residential	-115.4174865	32.6296063	22	0.2	Delicias B		Mexicali	Baja California	Mexico	mx	Delicias B, Mexicali, Baja California, Mexico	-115.4174926	32.6293806	-115.4174805	32.6298320			
Delicias A		way	51813159	highway	residential	-115.4180403	32.6296124	22	0.2	Delicias A		Mexicali	Baja California	Mexico	mx	Delicias A, Mexicali, Baja California, Mexico	-115.4180404	32.6293771	-115.4180402	32.6298478			
Joaquín Fernández de Lizardi		way	51813186	highway	residential	-115.4167501	32.6368001	22	0.2	Joaquín Fernández de Lizardi		Mexicali	Baja California	Mexico	mx	Joaquín Fernández de Lizardi, Mexicali, Baja California, Mexico	-115.4181483	32.6367867	-115.4153518	32.6368133			
José de Jesús		way	51813187	highway	residential	-115.4165270	32.6375060	22	0.2	José de Jesús		Mexicali	Baja California	Mexico	mx	José de Jesús, Mexicali, Baja California, Mexico	-115.4165308	32.6373035	-115.4165232	32.6377084			
San Angel		way	51813183	highway	residential	-115.4152197	32.6329740	22	0.2	San Angel		Mexicali	Baja California	Mexico	mx	San Angel, Mexicali, Baja California, Mexico	-115.4159707	32.6329684	-115.4144688	32.6329808			
San Ricardo		way	51813192	highway	residential	-115.4153489	32.6369002	22	0.2	San Ricardo		Mexicali	Baja California	Mexico	mx	San Ricardo, Mexicali, Baja California, Mexico	-115.4153645	32.6362994	-115.4153333	32.6375010			
Villas del Sol		way	51813164	highway	residential	-115.4171397	32.6280402	22	0.2	Villas del Sol		Mexicali	Baja California	Mexico	mx	Villas del Sol, Mexicali, Baja California, Mexico	-115.4181275	32.6280402	-115.4153154	32.6289134			
Profr. Lucrecia Carmelo		way	23197598	highway	residential	-115.4501560	32.6334776	22	0.2	Profr. Lucrecia Carmelo		Mexicali	Baja California	Mexico	mx	Profr. Lucrecia Carmelo, Mexicali, Baja California, Mexico	-115.4523630	32.6334604	-115.4479489	32.6334820			SN
María Castro Valenzuela		way	23197432	highway	residential	-115.4492964	32.6322837	22	0.2	María Castro Valenzuela		Mexicali	Baja California	Mexico	mx	María Castro Valenzuela, Mexicali, Baja California, Mexico	-115.4493392	32.6301498	-115.4492964	32.6344159			
Profr. Manuel Marín Capaceta		way	23197636	highway	residential	-115.4501600	32.6311067	22	0.2	Profr. Manuel Marín Capaceta		Mexicali	Baja California	Mexico	mx	Profr. Manuel Marín Capaceta, Mexicali, Baja California, Mexico	-115.4523541	32.6310969	-115.4479660	32.6311113			
Profr. Jesús Solórzano		way	23197590	highway	residential	-115.4501594	32.6330064	22	0.2	Profr. Jesús Solórzano		Mexicali	Baja California	Mexico	mx	Profr. Jesús Solórzano, Mexicali, Baja California, Mexico	-115.4523702	32.6329616	-115.4479489	32.6330213			
Kora (Miguel Ángel Casillas)		way	23210837	highway	residential	-115.4501516	32.6301449	22	0.2	Kora (Miguel Ángel Casillas)		Mexicali	Baja California	Mexico	mx	Kora (Miguel Ángel Casillas), Mexicali, Baja California, Mexico	-115.4523458	32.6301136	-115.4479576	32.6301498			
Olga		way	32709400	highway	residential	-115.4506265	32.6280510	22	0.2	Olga		Mexicali	Baja California	Mexico	mx	Olga, Mexicali, Baja California, Mexico	-115.4522556	32.6280510	-115.4489979	32.6280948			
Paulina		way	32709405	highway	residential	-115.4506022	32.6276168	22	0.2	Paulina		Mexicali	Baja California	Mexico	mx	Paulina, Mexicali, Baja California, Mexico	-115.4522173	32.6276034	-115.4489872	32.6276388			
Cerro de las Campanas		way	32709450	highway	residential	-115.4508462	32.6365585	22	0.2	Cerro de las Campanas		Mexicali	Baja California	Mexico	mx	Cerro de las Campanas, Mexicali, Baja California, Mexico	-115.4516548	32.6344079	-115.4499729	32.6387343			
Jose G. Valenzuela		way	32709454	highway	residential	-115.4515241	32.6368108	22	0.2	Jose G. Valenzuela		Mexicali	Baja California	Mexico	mx	Jose G. Valenzuela, Mexicali, Baja California, Mexico	-115.4524142	32.6344007	-115.4505397	32.6392577			
Antonia Anaya		way	32709455	highway	residential	-115.4517975	32.6359713	22	0.2	Antonia Anaya		Mexicali	Baja California	Mexico	mx	Antonia Anaya, Mexicali, Baja California, Mexico	-115.4524017	32.6343919	-115.4512252	32.6375388			
Ejercito Trigarante		way	32709446	highway	residential	-115.4495934	32.6365597	22	0.2	Ejercito Trigarante		Mexicali	Baja California	Mexico	mx	Ejercito Trigarante, Mexicali, Baja California, Mexico	-115.4503501	32.6344236	-115.4487395	32.6387343			
Wash Road		way	10353205	highway	residential	-115.0166437	32.9554437	22	0.2	Wash Road		Imperial County	California	United States of America	us	Wash Road, Imperial County, California, United States of America	-115.0712664	32.9132123	-114.9614101	32.9974388			
20 de Noviembre		way	51812517	highway	residential	-115.4276150	32.6176282	22	0.2	20 de Noviembre		Mexicali	Baja California	Mexico	mx	20 de Noviembre, Mexicali, Baja California, Mexico	-115.4277331	32.6144720	-115.4274970	32.6207843			
Magisterio		way	51812495	highway	residential	-115.4297843	32.6173677	22	0.2	Magisterio		Mexicali	Baja California	Mexico	mx	Magisterio, Mexicali, Baja California, Mexico	-115.4407211	32.6170790	-115.4188461	32.6175981			
11 de Noviembre		way	51812516	highway	residential	-115.4282991	32.6176100	22	0.2	11 de Noviembre		Mexicali	Baja California	Mexico	mx	11 de Noviembre, Mexicali, Baja California, Mexico	-115.4284090	32.6144584	-115.4281890	32.6207616			
Plan de Iguala		way	51812505	highway	residential	-115.4239435	32.6213971	22	0.2	Plan de Iguala		Mexicali	Baja California	Mexico	mx	Plan de Iguala, Mexicali, Baja California, Mexico	-115.4291135	32.6212371	-115.4187735	32.6215574			
24 de Febrero		way	51812504	highway	residential	-115.4239516	32.6218990	22	0.2	24 de Febrero		Mexicali	Baja California	Mexico	mx	24 de Febrero, Mexicali, Baja California, Mexico	-115.4291308	32.6217321	-115.4187724	32.6220660			
Constituyentes		way	51812508	highway	residential	-115.4301719	32.6188574	22	0.2	Constituyentes		Mexicali	Baja California	Mexico	mx	Constituyentes, Mexicali, Baja California, Mexico	-115.4413424	32.6186041	-115.4190012	32.6191090			
30 de Julio		way	51812503	highway	residential	-115.4239680	32.6228865	22	0.2	30 de Julio		Mexicali	Baja California	Mexico	mx	30 de Julio, Mexicali, Baja California, Mexico	-115.4291658	32.6227311	-115.4187703	32.6230420			
Poder Legislativo		way	51812502	highway	residential	-115.4239757	32.6233744	22	0.2	Poder Legislativo		Mexicali	Baja California	Mexico	mx	Poder Legislativo, Mexicali, Baja California, Mexico	-115.4291824	32.6232076	-115.4187691	32.6235416			
Del Congreso		way	51812507	highway	residential	-115.4263904	32.6223223	22	0.2	Del Congreso		Mexicali	Baja California	Mexico	mx	Del Congreso, Mexicali, Baja California, Mexico	-115.4340098	32.6220887	-115.4187712	32.6225610			SN
24 de Octubre		way	51812518	highway	residential	-115.4271430	32.6195867	22	0.2	24 de Octubre		Mexicali	Baja California	Mexico	mx	24 de Octubre, Mexicali, Baja California, Mexico	-115.4274005	32.6144855	-115.4268856	32.6246879			
Primero de Mayo		way	51812512	highway	residential	-115.4311316	32.6195355	22	0.2	Primero de Mayo		Mexicali	Baja California	Mexico	mx	Primero de Mayo, Mexicali, Baja California, Mexico	-115.4313276	32.6143952	-115.4309356	32.6246758			
Poder Judicial		way	51812506	highway	residential	-115.4264173	32.6238084	22	0.2	Poder Judicial		Mexicali	Baja California	Mexico	mx	Poder Judicial, Mexicali, Baja California, Mexico	-115.4340667	32.6235859	-115.4187680	32.6240364			
Obras Públicas		way	266222011	highway	residential	-115.4465133	32.6162184	22	0.2	Obras Públicas		Mexicali	Baja California	Mexico	mx	Obras Públicas, Mexicali, Baja California, Mexico	-115.4478537	32.6151037	-115.4451586	32.6173130			
Del Ejecutivo		way	266225954	highway	residential	-115.4454634	32.6150989	22	0.2	Del Ejecutivo		Mexicali	Baja California	Mexico	mx	Del Ejecutivo, Mexicali, Baja California, Mexico	-115.4494268	32.6145888	-115.4416918	32.6151175			
Duque de Florencia Este		way	53670475	highway	residential	-115.4801618	32.6085735	22	0.2	Duque de Florencia Este		Mexicali	Baja California	Mexico	mx	Duque de Florencia Este, Mexicali, Baja California, Mexico	-115.4809953	32.6085242	-115.4793284	32.6086241			
Rafael		way	53670526	highway	residential	-115.4799872	32.6087655	22	0.2	Rafael		Mexicali	Baja California	Mexico	mx	Rafael, Mexicali, Baja California, Mexico	-115.4800017	32.6085850	-115.4799728	32.6089459			
Curazao		way	52598094	highway	residential	-115.4801478	32.6128686	22	0.2	Curazao		Mexicali	Baja California	Mexico	mx	Curazao, Mexicali, Baja California, Mexico	-115.4804665	32.6125400	-115.4792340	32.6136358			
Del Huerto		way	54356361	highway	residential	-115.4787289	32.5994521	22	0.2	Del Huerto		Mexicali	Baja California	Mexico	mx	Del Huerto, Mexicali, Baja California, Mexico	-115.4787395	32.5992401	-115.4787183	32.5996641			
Isla Orcadas		way	44545342	highway	residential	-115.4799123	32.6178468	22	0.2	Isla Orcadas		Mexicali	Baja California	Mexico	mx	Isla Orcadas, Mexicali, Baja California, Mexico	-115.4799205	32.6127885	-115.4799041	32.6229051			SN, SN
Reino de Tolosa		way	53670476	highway	residential	-115.4807675	32.6055163	22	0.2	Reino de Tolosa		Mexicali	Baja California	Mexico	mx	Reino de Tolosa, Mexicali, Baja California, Mexico	-115.4807964	32.6051395	-115.4807386	32.6058931			
Duque de Toscana Este		way	53670478	highway	residential	-115.4802534	32.6081361	22	0.2	Duque de Toscana Este		Mexicali	Baja California	Mexico	mx	Duque de Toscana Este, Mexicali, Baja California, Mexico	-115.4809695	32.6080981	-115.4795373	32.6081741			
Castillo de Tanlay Norte		way	53670488	highway	residential	-115.4795374	32.6081750	22	0.2	Castillo de Tanlay Norte		Mexicali	Baja California	Mexico	mx	Castillo de Tanlay Norte, Mexicali, Baja California, Mexico	-115.4795707	32.6077404	-115.4795055	32.6086095			
Castillo de Tanlay		way	53670578	highway	residential	-115.4795817	32.6062284	22	0.2	Castillo de Tanlay		Mexicali	Baja California	Mexico	mx	Castillo de Tanlay, Mexicali, Baja California, Mexico	-115.4796003	32.6060630	-115.4795630	32.6063939			
Miguel Angel		way	53670580	highway	residential	-115.4805115	32.6088645	22	0.2	Miguel Angel		Mexicali	Baja California	Mexico	mx	Miguel Angel, Mexicali, Baja California, Mexico	-115.4805316	32.6085534	-115.4804913	32.6091757			
Navas de Tolosa		way	53670584	highway	residential	-115.4803269	32.6074711	22	0.2	Navas de Tolosa		Mexicali	Baja California	Mexico	mx	Navas de Tolosa, Mexicali, Baja California, Mexico	-115.4803494	32.6072494	-115.4803045	32.6076928			
