name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
Mahogany Drive		way	7927934	highway	track	-120.7700724	41.2504120	26	0.1	Mahogany Drive		Modoc County	California	United States of America	us	Mahogany Drive, Modoc County, California, United States of America	-120.7702240	41.2479139	-120.7699171	41.2529100			
Kikanee Road		way	7927928	highway	track	-120.7565465	41.2442119	26	0.1	Kikanee Road		Modoc County	California	United States of America	us	Kikanee Road, Modoc County, California, United States of America	-120.7596300	41.2389829	-120.7550051	41.2479930			
Sportsman Drive		way	7928597	highway	track	-120.7353817	41.2529750	26	0.1	Sportsman Drive		Modoc County	California	United States of America	us	Sportsman Drive, Modoc County, California, United States of America	-120.7477111	41.2500920	-120.7289520	41.2605150			
Pine Nut Drive		way	7928661	highway	track	-120.7037531	41.2471916	26	0.1	Pine Nut Drive		Modoc County	California	United States of America	us	Pine Nut Drive, Modoc County, California, United States of America	-120.7059510	41.2470099	-120.7015670	41.2472310			
Zina Way		way	7929248	highway	track	-120.7490860	41.2544855	26	0.1	Zina Way		Modoc County	California	United States of America	us	Zina Way, Modoc County, California, United States of America	-120.7490950	41.2537130	-120.7490771	41.2552580			
Springtail Drive		way	7929796	highway	track	-120.7010496	41.2509367	26	0.1	Springtail Drive		Modoc County	California	United States of America	us	Springtail Drive, Modoc County, California, United States of America	-120.7026230	41.2509219	-120.6994761	41.2509380			
Viceroy Road		way	7924635	highway	track	-120.7406907	41.2530441	26	0.1	Viceroy Road		Modoc County	California	United States of America	us	Viceroy Road, Modoc County, California, United States of America	-120.7416930	41.2520210	-120.7395960	41.2541480			
Apollo Road		way	7926835	highway	track	-120.7367428	41.2585142	26	0.1	Apollo Road		Modoc County	California	United States of America	us	Apollo Road, Modoc County, California, United States of America	-120.7376891	41.2584020	-120.7357731	41.2587530			
Gulch		way	7925198	highway	track	-120.8337307	41.2430458	26	0.1	Gulch		Modoc County	California	United States of America	us	Gulch, Modoc County, California, United States of America	-120.8382411	41.2390020	-120.8296450	41.2473399			
County Road 86		way	7929923	highway	unclassified	-120.9129463	41.2374831	26	0.1	County Road 86		Modoc County	California	United States of America	us	County Road 86, Modoc County, California, United States of America	-120.9147370	41.2374770	-120.9111511	41.2375289			
Haystack Road		way	7924869	highway	track	-120.7836772	41.2729000	26	0.1	Haystack Road		Modoc County	California	United States of America	us	Haystack Road, Modoc County, California, United States of America	-120.7856150	41.2728509	-120.7817470	41.2730420			
Bronco Road		way	7932188	highway	track	-120.7344418	41.3359231	26	0.1	Bronco Road		Modoc County	California	United States of America	us	Bronco Road, Modoc County, California, United States of America	-120.7361041	41.3358229	-120.7322801	41.3374570			
Scott Road		way	7928587	highway	track	-120.7557334	41.3346281	26	0.1	Scott Road		Modoc County	California	United States of America	us	Scott Road, Modoc County, California, United States of America	-120.7565241	41.3344169	-120.7549960	41.3346430			
Ashland Road		way	7912058	highway	track	-120.7397372	41.3364760	26	0.1	Ashland Road		Modoc County	California	United States of America	us	Ashland Road, Modoc County, California, United States of America	-120.7498880	41.3363849	-120.7309591	41.3382920			
Grizzley Road		way	7924912	highway	track	-120.7487479	41.3352053	26	0.1	Grizzley Road		Modoc County	California	United States of America	us	Grizzley Road, Modoc County, California, United States of America	-120.7503530	41.3348280	-120.7469071	41.3367830			
Reno Road		way	7927682	highway	track	-120.7599143	41.3310497	26	0.1	Reno Road		Modoc County	California	United States of America	us	Reno Road, Modoc County, California, United States of America	-120.7628531	41.3305629	-120.7567561	41.3324680			
Sutter Road		way	7928925	highway	track	-120.7541069	41.3306841	26	0.1	Sutter Road		Modoc County	California	United States of America	us	Sutter Road, Modoc County, California, United States of America	-120.7574510	41.3298500	-120.7507611	41.3317620			
Norman Bar Road		way	7926852	highway	track	-120.7969004	41.3376854	26	0.1	Norman Bar Road		Modoc County	California	United States of America	us	Norman Bar Road, Modoc County, California, United States of America	-120.8004641	41.3375030	-120.7933451	41.3377900			
Rescue Circle		way	7928299	highway	track	-120.7980775	41.3340610	26	0.1	Rescue Circle		Modoc County	California	United States of America	us	Rescue Circle, Modoc County, California, United States of America	-120.8003530	41.3339910	-120.7958021	41.3341309			
Stirrup Road		way	7925992	highway	track	-120.8072410	41.3030351	26	0.1	Stirrup Road		Modoc County	California	United States of America	us	Stirrup Road, Modoc County, California, United States of America	-120.8115361	41.3001439	-120.8050611	41.3031550			
Wildcat Road		way	7931177	highway	track	-120.8004634	41.2966270	26	0.1	Wildcat Road		Modoc County	California	United States of America	us	Wildcat Road, Modoc County, California, United States of America	-120.8007300	41.2927279	-120.7987651	41.3001430			
Bighorn Road		way	7931962	highway	track	-120.8066195	41.3001535	26	0.1	Bighorn Road		Modoc County	California	United States of America	us	Bighorn Road, Modoc County, California, United States of America	-120.8115361	41.2983730	-120.8018971	41.3009480			
Panhandle Road		way	7932125	highway	track	-120.7959329	41.3009635	26	0.1	Panhandle Road		Modoc County	California	United States of America	us	Panhandle Road, Modoc County, California, United States of America	-120.7969480	41.3001189	-120.7948000	41.3018830			
44N98 Road		way	7925377	highway	track	-120.9132646	41.6028412	26	0.1	44N98 Road		Modoc County	California	United States of America	us	44N98 Road, Modoc County, California, United States of America	-120.9229291	41.5953850	-120.9077550	41.6077469			
44N12A		way	7925522	highway	track	-120.8896882	41.6687115	26	0.1	44N12A		Modoc County	California	United States of America	us	44N12A, Modoc County, California, United States of America	-120.9037990	41.6578069	-120.8815510	41.6740699			
44N12 Road		way	7927016	highway	unclassified	-120.9184416	41.6101370	26	0.1	44N12 Road		Modoc County	California	United States of America	us	44N12 Road, Modoc County, California, United States of America	-120.9272181	41.6040540	-120.9097820	41.6161960			
44N81 Road		way	7926557	highway	track	-120.9982542	41.6069041	26	0.1	44N81 Road		Modoc County	California	United States of America	us	44N81 Road, Modoc County, California, United States of America	-121.0493370	41.6045929	-120.9472671	41.6082980			
Larsen Road		way	7924905	highway	track	-120.7469013	41.2912849	26	0.1	Larsen Road		Modoc County	California	United States of America	us	Larsen Road, Modoc County, California, United States of America	-120.7564730	41.2901939	-120.7368750	41.2935360			
Christopher Road		way	7925194	highway	track	-120.7761535	41.2927098	26	0.1	Christopher Road		Modoc County	California	United States of America	us	Christopher Road, Modoc County, California, United States of America	-120.7788751	41.2916090	-120.7741500	41.2929190			
Slocum Road		way	7925407	highway	track	-120.7742121	41.2884818	26	0.1	Slocum Road		Modoc County	California	United States of America	us	Slocum Road, Modoc County, California, United States of America	-120.7743060	41.2867920	-120.7738740	41.2902929			
Craig Road		way	7925941	highway	track	-120.7499665	41.2906019	26	0.1	Craig Road		Modoc County	California	United States of America	us	Craig Road, Modoc County, California, United States of America	-120.7499821	41.2898929	-120.7499640	41.2913110			
Honkea Road		way	7929254	highway	track	-120.7449734	41.2901903	26	0.1	Honkea Road		Modoc County	California	United States of America	us	Honkea Road, Modoc County, California, United States of America	-120.7450051	41.2891299	-120.7449501	41.2912510			
Larsen		way	7930791	highway	track	-120.7358022	41.2925936	26	0.1	Larsen		Modoc County	California	United States of America	us	Larsen, Modoc County, California, United States of America	-120.7368750	41.2904470	-120.7339950	41.2944580			
Oxen Road		way	7930949	highway	track	-120.7783482	41.3028039	26	0.1	Oxen Road		Modoc County	California	United States of America	us	Oxen Road, Modoc County, California, United States of America	-120.7844800	41.3024329	-120.7736640	41.3051690			
Webber Road		way	7928315	highway	track	-120.7437710	41.2917569	26	0.1	Webber Road		Modoc County	California	United States of America	us	Webber Road, Modoc County, California, United States of America	-120.7437910	41.2912360	-120.7437510	41.2922779			
Crockett Road		way	7929498	highway	track	-120.7587626	41.3135084	26	0.1	Crockett Road		Modoc County	California	United States of America	us	Crockett Road, Modoc County, California, United States of America	-120.7609960	41.3123360	-120.7566920	41.3143709			
Mustang Road		way	7929775	highway	track	-120.7625059	41.3179297	26	0.1	Mustang Road		Modoc County	California	United States of America	us	Mustang Road, Modoc County, California, United States of America	-120.7638260	41.3142870	-120.7614560	41.3216240			
Whiskey Flat Trail		way	7929954	highway	track	-120.7699634	41.3287129	26	0.1	Whiskey Flat Trail		Modoc County	California	United States of America	us	Whiskey Flat Trail, Modoc County, California, United States of America	-120.7704161	41.3249399	-120.7651910	41.3327619			
Clark Road		way	7930047	highway	track	-120.7523869	41.3222769	26	0.1	Clark Road		Modoc County	California	United States of America	us	Clark Road, Modoc County, California, United States of America	-120.7524510	41.3195039	-120.7523620	41.3250510			
Coloma Road		way	7930090	highway	track	-120.7760760	41.3230880	26	0.1	Coloma Road		Modoc County	California	United States of America	us	Coloma Road, Modoc County, California, United States of America	-120.7761210	41.3222809	-120.7760310	41.3238950			
Hornitos Trail		way	7930198	highway	track	-120.7733080	41.3276305	26	0.1	Hornitos Trail		Modoc County	California	United States of America	us	Hornitos Trail, Modoc County, California, United States of America	-120.7735561	41.3234090	-120.7666870	41.3332819			
Eldorado Road		way	7930418	highway	track	-120.7471143	41.3270670	26	0.1	Eldorado Road		Modoc County	California	United States of America	us	Eldorado Road, Modoc County, California, United States of America	-120.7482851	41.3259850	-120.7459920	41.3281980			
Shaws Flat Road		way	7930507	highway	track	-120.7695657	41.3183337	26	0.1	Shaws Flat Road		Modoc County	California	United States of America	us	Shaws Flat Road, Modoc County, California, United States of America	-120.7717301	41.3159679	-120.7687620	41.3217500			
Arrowhead Road		way	7930589	highway	track	-120.7632077	41.3320187	26	0.1	Arrowhead Road		Modoc County	California	United States of America	us	Arrowhead Road, Modoc County, California, United States of America	-120.7669381	41.3234090	-120.7614041	41.3391550			
Rodeo Road		way	7924718	highway	track	-120.7604130	41.3264732	26	0.1	Rodeo Road		Modoc County	California	United States of America	us	Rodeo Road, Modoc County, California, United States of America	-120.7644860	41.3252800	-120.7591021	41.3306349			
Wagon Road		way	7924719	highway	track	-120.7583109	41.3166414	26	0.1	Wagon Road		Modoc County	California	United States of America	us	Wagon Road, Modoc County, California, United States of America	-120.7599960	41.3164630	-120.7565961	41.3170129			
Pickett Road		way	7925956	highway	track	-120.7784741	41.3116036	26	0.1	Pickett Road		Modoc County	California	United States of America	us	Pickett Road, Modoc County, California, United States of America	-120.7785340	41.3100139	-120.7784380	41.3131940			
Winchester Road		way	7926359	highway	track	-120.7434951	41.3281841	26	0.1	Winchester Road		Modoc County	California	United States of America	us	Winchester Road, Modoc County, California, United States of America	-120.7492341	41.3281260	-120.7377560	41.3282489			
Marshall Road		way	7926427	highway	track	-120.7399185	41.3230051	26	0.1	Marshall Road		Modoc County	California	United States of America	us	Marshall Road, Modoc County, California, United States of America	-120.7422360	41.3229679	-120.7376080	41.3230429			
Laramie Road		way	7926215	highway	track	-120.7713043	41.2848141	26	0.1	Laramie Road		Modoc County	California	United States of America	us	Laramie Road, Modoc County, California, United States of America	-120.7929500	41.2831589	-120.7497261	41.2851439			
Rainbow Road		way	7925694	highway	track	-120.7671359	41.2817437	26	0.1	Rainbow Road		Modoc County	California	United States of America	us	Rainbow Road, Modoc County, California, United States of America	-120.7671510	41.2793830	-120.7670981	41.2841040			
Nugget Road		way	7926694	highway	track	-120.7771066	41.2835657	26	0.1	Nugget Road		Modoc County	California	United States of America	us	Nugget Road, Modoc County, California, United States of America	-120.7771631	41.2826670	-120.7770660	41.2844650			
Astoria Road		way	7924810	highway	track	-120.7754838	41.2826285	26	0.1	Astoria Road		Modoc County	California	United States of America	us	Astoria Road, Modoc County, California, United States of America	-120.7790540	41.2825790	-120.7719050	41.2827080			
Waco Road		way	7926677	highway	track	-120.7795304	41.2863452	26	0.1	Waco Road		Modoc County	California	United States of America	us	Waco Road, Modoc County, California, United States of America	-120.7829130	41.2862089	-120.7761330	41.2864080			
Sundown Road		way	7926860	highway	track	-120.7443320	41.2868429	26	0.1	Sundown Road		Modoc County	California	United States of America	us	Sundown Road, Modoc County, California, United States of America	-120.7468700	41.2867660	-120.7417910	41.2869729			
Trapper Road		way	7927013	highway	track	-120.7689071	41.2862008	26	0.1	Trapper Road		Modoc County	California	United States of America	us	Trapper Road, Modoc County, California, United States of America	-120.7741871	41.2856100	-120.7635790	41.2865510			
Round Up Road		way	7929355	highway	track	-120.7585923	41.2844814	26	0.1	Round Up Road		Modoc County	California	United States of America	us	Round Up Road, Modoc County, California, United States of America	-120.7587131	41.2831110	-120.7584821	41.2858509			
Homesteder		way	7929187	highway	track	-120.7521734	41.2841277	26	0.1	Homesteder		Modoc County	California	United States of America	us	Homesteder, Modoc County, California, United States of America	-120.7525021	41.2831440	-120.7518140	41.2851009			
Astor Road		way	7926740	highway	track	-120.7769053	41.3118928	26	0.1	Astor Road		Modoc County	California	United States of America	us	Astor Road, Modoc County, California, United States of America	-120.7784550	41.3110290	-120.7755691	41.3121099			
Austin Road		way	7928700	highway	track	-120.7581208	41.3145873	26	0.1	Austin Road		Modoc County	California	United States of America	us	Austin Road, Modoc County, California, United States of America	-120.7595781	41.3140799	-120.7566711	41.3151139			
Custer Road		way	7928744	highway	track	-120.7496952	41.3221855	26	0.1	Custer Road		Modoc County	California	United States of America	us	Custer Road, Modoc County, California, United States of America	-120.7498140	41.3194609	-120.7496651	41.3248760			
Feather Falls Road		way	7928801	highway	track	-120.7656922	41.3161634	26	0.1	Feather Falls Road		Modoc County	California	United States of America	us	Feather Falls Road, Modoc County, California, United States of America	-120.7670981	41.3125009	-120.7644051	41.3198540			
Sutter Creek Trail		way	7928694	highway	track	-120.7761281	41.3162971	26	0.1	Sutter Creek Trail		Modoc County	California	United States of America	us	Sutter Creek Trail, Modoc County, California, United States of America	-120.7806451	41.3146240	-120.7717301	41.3171849			
Butterfield Road		way	7929099	highway	track	-120.7764733	41.3102181	26	0.1	Butterfield Road		Modoc County	California	United States of America	us	Butterfield Road, Modoc County, California, United States of America	-120.7811530	41.3100129	-120.7730130	41.3128620			
Pilot Hill Road		way	7929067	highway	track	-120.7801288	41.3269600	26	0.1	Pilot Hill Road		Modoc County	California	United States of America	us	Pilot Hill Road, Modoc County, California, United States of America	-120.7803030	41.3242260	-120.7799190	41.3296849			
Kearny Road		way	7930929	highway	track	-120.7498431	41.3194624	26	0.1	Kearny Road		Modoc County	California	United States of America	us	Kearny Road, Modoc County, California, United States of America	-120.7560460	41.3194230	-120.7436401	41.3195199			
Alamo Road		way	7931128	highway	track	-120.7425297	41.3264539	26	0.1	Alamo Road		Modoc County	California	United States of America	us	Alamo Road, Modoc County, California, United States of America	-120.7467280	41.3246089	-120.7376090	41.3264830			
Copperopolis Circle		way	7931192	highway	track	-120.7763357	41.3174445	26	0.1	Copperopolis Circle		Modoc County	California	United States of America	us	Copperopolis Circle, Modoc County, California, United States of America	-120.7763370	41.3166289	-120.7758961	41.3184699			
Fargo Road		way	7931547	highway	track	-120.7751093	41.3125394	26	0.1	Fargo Road		Modoc County	California	United States of America	us	Fargo Road, Modoc County, California, United States of America	-120.7756750	41.3114349	-120.7745570	41.3136369			
Downieville Drive		way	7931652	highway	track	-120.7675490	41.3126950	26	0.1	Downieville Drive		Modoc County	California	United States of America	us	Downieville Drive, Modoc County, California, United States of America	-120.7697110	41.3123419	-120.7649640	41.3142170			
Overland Road		way	7931328	highway	track	-120.7591704	41.3070405	26	0.1	Overland Road		Modoc County	California	United States of America	us	Overland Road, Modoc County, California, United States of America	-120.7667690	41.2817010	-120.7434330	41.3409790			
James Road		way	7925994	highway	track	-120.7408439	41.3247269	26	0.1	James Road		Modoc County	California	United States of America	us	James Road, Modoc County, California, United States of America	-120.7441311	41.3245120	-120.7375230	41.3247450			
Bidwell Road		way	7928296	highway	track	-120.7420254	41.3298709	26	0.1	Bidwell Road		Modoc County	California	United States of America	us	Bidwell Road, Modoc County, California, United States of America	-120.7422041	41.3281769	-120.7418500	41.3315290			
Tom's Creek Road		way	7928472	highway	track	-120.7806889	41.3149185	26	0.1	Tom's Creek Road		Modoc County	California	United States of America	us	Tom's Creek Road, Modoc County, California, United States of America	-120.7811530	41.3101460	-120.7806451	41.3199039			
Apache Road		way	7928536	highway	track	-120.7480326	41.3313023	26	0.1	Apache Road		Modoc County	California	United States of America	us	Apache Road, Modoc County, California, United States of America	-120.7532901	41.3283469	-120.7419380	41.3315659			
Carson Road		way	7925189	highway	track	-120.7477181	41.3221289	26	0.1	Carson Road		Modoc County	California	United States of America	us	Carson Road, Modoc County, California, United States of America	-120.7477580	41.3194630	-120.7476720	41.3247939			
Dalton Road		way	7931432	highway	track	-120.7461716	41.3297570	26	0.1	Dalton Road		Modoc County	California	United States of America	us	Dalton Road, Modoc County, California, United States of America	-120.7503001	41.3297180	-120.7420431	41.3297960			
Wyatt Road		way	7925446	highway	track	-120.7537409	41.3258375	26	0.1	Wyatt Road		Modoc County	California	United States of America	us	Wyatt Road, Modoc County, California, United States of America	-120.7576601	41.3248760	-120.7498140	41.3269710			
Boyd Road		way	7929434	highway	track	-120.7821781	41.3060299	26	0.1	Boyd Road		Modoc County	California	United States of America	us	Boyd Road, Modoc County, California, United States of America	-120.7851700	41.3044650	-120.7802780	41.3063910			
Woodleaf Drive		way	7929713	highway	track	-120.7885538	41.3226576	26	0.1	Woodleaf Drive		Modoc County	California	United States of America	us	Woodleaf Drive, Modoc County, California, United States of America	-120.7952660	41.3204669	-120.7814390	41.3227249			
San Andreas Drive		way	7930048	highway	track	-120.7865904	41.3262381	26	0.1	San Andreas Drive		Modoc County	California	United States of America	us	San Andreas Drive, Modoc County, California, United States of America	-120.7929111	41.3260439	-120.7801971	41.3266700			
Concord Road		way	7924802	highway	track	-120.7922636	41.3010065	26	0.1	Concord Road		Modoc County	California	United States of America	us	Concord Road, Modoc County, California, United States of America	-120.7942980	41.2990150	-120.7909681	41.3025479			
46N24 Road		way	7929181	highway	track	-120.8925725	41.8248857	26	0.1	46N24 Road		Modoc County	California	United States of America	us	46N24 Road, Modoc County, California, United States of America	-120.8948151	41.8105329	-120.8855981	41.8396149			
Braddock Road		way	7931650	highway	track	-120.7625596	41.2803610	26	0.1	Braddock Road		Modoc County	California	United States of America	us	Braddock Road, Modoc County, California, United States of America	-120.7625770	41.2798140	-120.7625560	41.2809080			
Livery Road		way	7927416	highway	track	-120.7840675	41.2773452	26	0.1	Livery Road		Modoc County	California	United States of America	us	Livery Road, Modoc County, California, United States of America	-120.7842841	41.2729020	-120.7837010	41.2819129			
Trader Road		way	7926656	highway	track	-120.7859895	41.2775519	26	0.1	Trader Road		Modoc County	California	United States of America	us	Trader Road, Modoc County, California, United States of America	-120.7876850	41.2768270	-120.7840590	41.2775620			
46N07 Road		way	7931457	highway	track	-120.7319455	41.8246429	26	0.1	46N07 Road		Modoc County	California	United States of America	us	46N07 Road, Modoc County, California, United States of America	-120.7425880	41.8078060	-120.7135401	41.8356169			
46N07 Road		way	7931460	highway	track	-120.6797325	41.8256466	26	0.1	46N07 Road		Modoc County	California	United States of America	us	46N07 Road, Modoc County, California, United States of America	-120.7046930	41.8217939	-120.6553490	41.8285070			
46N01 Road		way	7932019	highway	track	-120.6665388	41.7993694	26	0.1	46N01 Road		Modoc County	California	United States of America	us	46N01 Road, Modoc County, California, United States of America	-120.6919610	41.7772490	-120.6498761	41.8217939			
Triangle Ranch Road		way	7924927	highway	unclassified	-120.7623978	41.6437421	26	0.1	Triangle Ranch Road		Modoc County	California	United States of America	us	Triangle Ranch Road, Modoc County, California, United States of America	-120.8383190	41.5997850	-120.7062890	41.6705860			
Red Rock Road		way	7916458	highway	track	-120.0470429	41.1444220	26	0.1	Red Rock Road		Lassen County	California	United States of America	us	Red Rock Road, Lassen County, California, United States of America	-120.0615590	41.1211699	-120.0150120	41.1621910			
County Road 7		way	7928177	highway	track	-120.0755504	41.7502140	26	0.1	County Road 7		Modoc County	California	United States of America	us	County Road 7, Modoc County, California, United States of America	-120.0769731	41.7403760	-120.0706200	41.7587209			
Fandango Pass		way	7925391	highway	unclassified	-120.1734650	41.7927363	26	0.1	Fandango Pass		Modoc County	California	United States of America	us	Fandango Pass, Modoc County, California, United States of America	-120.1741591	41.7912700	-120.1734630	41.7940750			
Willow Ranch Road		way	7925333	highway	unclassified	-120.3476941	41.9148904	26	0.1	Willow Ranch Road		Modoc County	California	United States of America	us	Willow Ranch Road, Modoc County, California, United States of America	-120.3575580	41.9021090	-120.3286131	41.9149409			
South Willow Ranch Road		way	7931213	highway	unclassified	-120.3341153	41.8853216	26	0.1	South Willow Ranch Road		Modoc County	California	United States of America	us	South Willow Ranch Road, Modoc County, California, United States of America	-120.3569270	41.8604150	-120.3204751	41.9013330			
Pinecreek Canyon Road		way	7925368	highway	unclassified	-120.2688343	41.9828174	26	0.1	Pinecreek Canyon Road		Modoc County	California	United States of America	us	Pinecreek Canyon Road, Modoc County, California, United States of America	-120.2980780	41.9826970	-120.2405190	41.9891410			
New Pine Road		way	7928666	highway	unclassified	-120.3122128	41.9881845	26	0.1	New Pine Road		Modoc County	California	United States of America	us	New Pine Road, Modoc County, California, United States of America	-120.3238320	41.9881460	-120.3006131	41.9883129			
County Road 44		way	7928663	highway	unclassified	-120.3119481	41.9856614	26	0.1	County Road 44		Modoc County	California	United States of America	us	County Road 44, Modoc County, California, United States of America	-120.3239490	41.9835180	-120.2980780	41.9857549			
Main Street		way	7929062	highway	secondary	-120.1518754	41.8584029	26	0.1	Main Street		Modoc County	California	United States of America	us	Main Street, Modoc County, California, United States of America	-120.1520390	41.8531070	-120.1517180	41.8636989			
County Road 48		way	7928684	highway	track	-120.5101496	41.7788197	26	0.1	County Road 48		Modoc County	California	United States of America	us	County Road 48, Modoc County, California, United States of America	-120.5116370	41.7751310	-120.5100370	41.7826680			
Lakeshore		way	7930087	highway	track	-120.4221469	41.7519542	26	0.1	Lakeshore		Modoc County	California	United States of America	us	Lakeshore, Modoc County, California, United States of America	-120.4240160	41.7517350	-120.4204590	41.7525280			
49		way	7926793	highway	track	-120.3931887	41.7441584	26	0.1	49		Modoc County	California	United States of America	us	49, Modoc County, California, United States of America	-120.3948981	41.7332570	-120.3899521	41.7520199			
County Road 68		way	7929288	highway	unclassified	-120.4080006	41.7331643	26	0.1	County Road 68		Modoc County	California	United States of America	us	County Road 68, Modoc County, California, United States of America	-120.4358531	41.7330339	-120.3800961	41.7333570			
Westside Road		way	7926290	highway	unclassified	-120.3776666	41.7333670	26	0.1	Westside Road		Modoc County	California	United States of America	us	Westside Road, Modoc County, California, United States of America	-120.3800961	41.7333372	-120.3752371	41.7334040			
County Road 6		way	7928044	highway	secondary	-120.0532972	41.8539358	26	0.1	County Road 6		Modoc County	California	United States of America	us	County Road 6, Modoc County, California, United States of America	-120.0789030	41.8412190	-120.0287900	41.8635320			
Fee Reservoir Road		way	7925340	highway	secondary	-120.1130069	41.8635197	26	0.1	Fee Reservoir Road		Modoc County	California	United States of America	us	Fee Reservoir Road, Modoc County, California, United States of America	-120.1471072	41.8635129	-120.0789030	41.8639579			
Lake Annie		way	7925988	highway	track	-120.1090356	41.9112046	26	0.1	Lake Annie		Modoc County	California	United States of America	us	Lake Annie, Modoc County, California, United States of America	-120.1113751	41.9066380	-120.1061580	41.9164249			
Fee Reservoir Road		way	7925344	highway	track	-120.0143476	41.8425173	26	0.1	Fee Reservoir Road		Modoc County	California	United States of America	us	Fee Reservoir Road, Modoc County, California, United States of America	-120.0320830	41.8351900	-119.9989580	41.8451769			
Pintail Road		way	7925448	highway	unclassified	-120.3139899	41.9894197	26	0.1	Pintail Road		Modoc County	California	United States of America	us	Pintail Road, Modoc County, California, United States of America	-120.3140544	41.9856490	-120.3139771	41.9931754			
Goose Lake Road		way	7931158	highway	unclassified	-120.3108465	41.9906375	26	0.1	Goose Lake Road		Modoc County	California	United States of America	us	Goose Lake Road, Modoc County, California, United States of America	-120.3211010	41.9905749	-120.3006151	41.9906739			
Duckpond Lane		way	7926207	highway	unclassified	-120.3238576	41.9907069	26	0.1	Duckpond Lane		Modoc County	California	United States of America	us	Duckpond Lane, Modoc County, California, United States of America	-120.3239158	41.9882279	-120.3238320	41.9931938			
State Line Road		way	5143025	highway	unclassified	-120.3066637	41.9931413	26	0.1	State Line Road		Lake County	Oregon	United States of America	us	State Line Road, Lake County, Oregon, United States of America	-120.3268626	41.9930040	-120.2864240	41.9934846			
National Forest Development Road 418		way	5146441	highway	track	-120.8283011	41.9967216	26	0.1	National Forest Development Road 418		Lake County	Oregon	United States of America	us	National Forest Development Road 418, Lake County, Oregon, United States of America	-120.8427020	41.9938799	-120.8147711	41.9998830			
Carlsberg Road		way	7929444	highway	unclassified	-120.7591034	41.3369127	26	0.1	Carlsberg Road		Modoc County	California	United States of America	us	Carlsberg Road, Modoc County, California, United States of America	-120.7591650	41.3367390	-120.7590060	41.3370690			
Pike Road		way	7930588	highway	track	-120.7603251	41.3393728	26	0.1	Pike Road		Modoc County	California	United States of America	us	Pike Road, Modoc County, California, United States of America	-120.7606320	41.3378170	-120.7598090	41.3408930			
Hudson Road		way	7925082	highway	track	-120.7551487	41.3315122	26	0.1	Hudson Road		Modoc County	California	United States of America	us	Hudson Road, Modoc County, California, United States of America	-120.7567500	41.3307870	-120.7538890	41.3315269			
Comstock Road		way	7925188	highway	track	-120.7562906	41.3332749	26	0.1	Comstock Road		Modoc County	California	United States of America	us	Comstock Road, Modoc County, California, United States of America	-120.7578651	41.3332580	-120.7547161	41.3332919			
Pike Brewster Road		way	7925403	highway	track	-120.7555988	41.3407326	26	0.1	Pike Brewster Road		Modoc County	California	United States of America	us	Pike Brewster Road, Modoc County, California, United States of America	-120.7598090	41.3365329	-120.7545861	41.3410270			
Rifle Road		way	7929234	highway	track	-120.7614334	41.3374429	26	0.1	Rifle Road		Modoc County	California	United States of America	us	Rifle Road, Modoc County, California, United States of America	-120.7623150	41.3370029	-120.7605231	41.3378170			
Plainsman Road		way	7929213	highway	track	-120.7526085	41.3383587	26	0.1	Plainsman Road		Modoc County	California	United States of America	us	Plainsman Road, Modoc County, California, United States of America	-120.7551520	41.3378030	-120.7499360	41.3383890			
Oroville Road		way	7931511	highway	track	-120.7437281	41.3374360	26	0.1	Oroville Road		Modoc County	California	United States of America	us	Oroville Road, Modoc County, California, United States of America	-120.7437701	41.3365670	-120.7436861	41.3383050			
Pinto Road		way	7927947	highway	track	-120.7442649	41.3383265	26	0.1	Pinto Road		Modoc County	California	United States of America	us	Pinto Road, Modoc County, California, United States of America	-120.7484070	41.3383019	-120.7401481	41.3384660			
Carson Hill Drive		way	7925126	highway	track	-120.7966779	41.3321528	26	0.1	Carson Hill Drive		Modoc County	California	United States of America	us	Carson Hill Drive, Modoc County, California, United States of America	-120.7999591	41.3320500	-120.7933970	41.3322370			
Warrior Road		way	7930931	highway	track	-120.8075930	41.2983640	26	0.1	Warrior Road		Modoc County	California	United States of America	us	Warrior Road, Modoc County, California, United States of America	-120.8101551	41.2983300	-120.8057841	41.2993490			
Quartz Road		way	7930591	highway	track	-120.7988876	41.3018201	26	0.1	Quartz Road		Modoc County	California	United States of America	us	Quartz Road, Modoc County, California, United States of America	-120.7997070	41.3001589	-120.7969480	41.3019820			
Bridle Road		way	7926602	highway	track	-120.8074791	41.3021428	26	0.1	Bridle Road		Modoc County	California	United States of America	us	Bridle Road, Modoc County, California, United States of America	-120.8098890	41.3021060	-120.8050690	41.3021950			
Wells Fargo Road		way	7924892	highway	track	-120.7976210	41.2873340	26	0.1	Wells Fargo Road		Modoc County	California	United States of America	us	Wells Fargo Road, Modoc County, California, United States of America	-120.7989590	41.2870090	-120.7962830	41.2876590			
Prospect Road		way	7925178	highway	track	-120.7979441	41.2926806	26	0.1	Prospect Road		Modoc County	California	United States of America	us	Prospect Road, Modoc County, California, United States of America	-120.8006840	41.2926760	-120.7951951	41.2927279			
