id,TXT,phrase,txt_loc
"638",CALIF. 5 1 860 000,CALIF. 5 1 860 000,"1"
"639",1260 000 YARDS,1260 000 YARDS,"1"
"640","SANTA CATALINA ISLAND NO2 1:25,00","SANTA CATALINA ISLAND NO2 1:25,00","1"
"641",RESTRICTED,RESTRICTED,"1"
"642","CONTOUR INTERVAL 100 FEET DATUM IS MEAN SEA LEVEL TEN THOUSAND YARD GRID COMPUTED FROM ""GRID SYSTEM FOR PROGRESSIVE MAPS IN THE U.S."" ZONE G. U.S.C. & G.S. SPECIAL PUBLICATION NO. 59","CONTOUR INTERVAL 100 FEET DATUM IS MEAN SEA LEVEL TEN THOUSAND YARD GRID COMPUTED FROM ""GRID SYSTEM FOR PROGRESSIVE MAPS IN THE U.S."" ZONE G. U.S.C. & G.S. SPECIAL PUBLICATION NO. 59","1"
"643",THE LAST THREE DIGITS OF THE GRID NUMBERS ARE OMITTED THE STATE GRIDS ARE INDICATED FOR CALIFORNIA ZONE 6 BY ..... TICKS. FOR ZONES BY _._ TICKS OUTSIDE THE NEAT LINE AT 200000 FOOT INTERVALS NOTE:  OFFICERS USING THIS MAP WILL MARK HEREON CORRECTIONS,THE LAST THREE DIGITS OF THE GRID NUMBERS ARE OMITTED THE STATE GRIDS ARE INDICATED FOR CALIFORNIA ZONE 6 BY ..... TICKS. FOR ZONES BY _._ TICKS OUTSIDE THE NEAT LINE AT 200000 FOOT INTERVALS NOTE:  OFFICERS USING THIS MAP WILL MARK HEREON CORRECTIONS,"1"
"644","AND ADDITIONS WHICH COME TO THEIR ATTENTION AND MAIL DIRECT TO THE CHIEF OF ENGINEERS, WASHINGTON D.C.","AND ADDITIONS WHICH COME TO THEIR ATTENTION AND MAIL DIRECT TO THE CHIEF OF ENGINEERS, WASHINGTON D.C.","1"
"645","Use diagram only to obtain numerical values. To determine magnetic north line connect the pivot point ""P"" on the south edge of the map with the value of the angle between the grid and magnetic north, as plotted on the degree scale at the north edge of th","Use diagram only to obtain numerical values. To determine magnetic north line connect the pivot point ""P"" on the south edge of the map with the value of the angle between the grid and magnetic north, as plotted on the degree scale at the north edge of th","1"
"646",APPROXIMATE MEAN DECLINATION 1943 FOR CENTER OF SHEET ANNUAL MAGNETIC CHANGE 1' DECREASE,APPROXIMATE MEAN DECLINATION 1943 FOR CENTER OF SHEET ANNUAL MAGNETIC CHANGE 1' DECREASE,"1"
"647","SAN PEDRO, CALIF. N330-W11800/30","SAN PEDRO, CALIF. N330-W11800/30","1"
"648",CAPISTRANO,CAPISTRANO,"1"
"649",33°30' 118°00',33°30' 118°00',"1"
"650",CALIF. 6 1 460 000,CALIF. 6 1 460 000,"1"
"651",ARMY MAP SERVICE. U.S. ARMY. WASHINGTON D.C. 112576 9/44 SX 1943,ARMY MAP SERVICE. U.S. ARMY. WASHINGTON D.C. 112576 9/44 SX 1943,"1"
"652",NEWPORT BEACH 4.9 MI. SAN DIEGO 89.9 MI.,NEWPORT BEACH 4.9 MI. SAN DIEGO 89.9 MI.,"1"
"653",GRID DECLINATION 1°40' OR 30 MILS E.,GRID DECLINATION 1°40' OR 30 MILS E.,"1"
"654",SANTA ANA 7.0 MI.,SANTA ANA 7.0 MI.,"1"
"655",ANAHEIM 5 MI.,ANAHEIM 5 MI.,"1"
"656",HWY. 99 1.0 MI. BUENA VISTA PARK 2 MI.,HWY. 99 1.0 MI. BUENA VISTA PARK 2 MI.,"1"
"657",1200 50' 1190,1200 50' 1190,"1"
"658",1180 40' 1170,1180 40' 1170,"1"
"659",CALIF. 5 1160 000 Yards,CALIF. 5 1160 000 Yards,"1"
"660",1270 20',1270 20',"1"
"661",1280 10' 1290,1280 10' 1290,"1"
"662","1300","1300","1"
"663",500 000 CALIF. 6,500 000 CALIF. 6,"1"
